Goober Reason,station_id,wrcc_id,period_record_start,period_record_stop,nesdis_id,station_name,state,county,latitude,longitude,elevation,station_status,class,agency,region,unit,transmit_time,tx_frequency,obs_frequency,site_description,goes,maintenance_standard,time_zone,avg_annual_precip
,270071,NLAN,1/1/2005,12/31/2022,328D6422,LANCASTER,NH,Coos,44.52626,-71.57246,898,Active,Permanent,S&PF,NEW HAMPSHIRE,DONCR,10:10:00,60,60,,West,Yes,EST,39.86
Winter deactivation: last obs 10/27/24,44729,CSUG,1/1/2005,12/31/2022,FA60A0CE,SUGARLOAF,CA,Tulare,36.72667,-118.67500,7950,Active,Permanent,NPS,PACIFIC WEST,SEQUOIA NP,11:50:00,60,60,"STATION SITS ON ROCK UNDERLAYMENT AMID 30 FOOT PINES
EXTREMELY STEEP TERRAIN -- HELICOPTER ONLY
EAST CK FORK IS 1/2 MILE DUE EAST  BALL DOME IS 2 MILES
TO THE SOUTHEAST.",West,Yes,PST,39.85
,44109,CWAW,1/1/2005,12/31/2022,FA673798,WAWONA,CA,Mariposa,37.53447,-119.64497,4309,Active,Permanent,NPS,PACIFIC WEST,YOSEMITE NP,51:30:00,60,60,Station is located approximately 0.5 miles SE of Wawona on Studhorse ridge road.,West,Yes,PST,39.79
,40520,CFVC,1/1/2005,12/31/2022,323640AE,FIVE CENT,CA,Trinity,40.75365,-122.93214,2602,Active,Permanent,USFS,05,SHASTA TRINITY NF,20:50:00,60,60,"Fixed station. Located Weaverville Basin, 3/4 mile NW of Weaverville Airport, between Five Cent Gulch and Ten Cent Gulch. Vegetation is mixed conifers, brush & grass. Station relocated to this site on 21July2017. New site is 1/2 mile SSW (245 degrees)from old site and is 100 feet higher.",West,Yes,PST,39.76
,41005,CEEL,1/1/2005,12/31/2022,3241B7B2,EEL RIVER (MNF),CA,Mendocino,39.82497,-123.08431,1500,Active,Permanent,USFS,05,MENDOCINO NF,45:30:00,60,60,"FIRE WX FORECAST ZONE: 557
station sits at the mouth of two major drainages(Eel & Black",West,Yes,PST,39.65
,353339,OSEL,1/1/2005,12/31/2022,32464502,SELDOM CREEK,OR,Klamath,42.40750,-122.19139,4875,Active,Permanent,USFS,06,Fremont-Winema NF,7:50:00,60,60,"FIRE WX FORECAST ZONE:  623
Old ponderosa pine plantation, approx 20 yrs. old.  Station
located in an opening within the plantation.",West,Yes,PST,39.65
,206401,MPLW,11/9/2015,12/31/2022,080010B4,PLAINWELL,MI,Allegan,42.66308,-85.64696,741,Active,Permanent,S&PF,MICHIGAN,DEPT OF NATURAL RES.,10:20:00,60,60,,West,Yes,EST,39.63
,419701,TCEH,1/1/2005,12/31/2022,884116FA,CEDAR HILL SP,TX,Dallas,32.60917,-96.99306,520,Active,Permanent,S&PF,TEXAS,TEXAS FOREST SERVICE,7:40:00,60,60,South Central Semiarid Prairies; Texas Blackland Prairies (32); Northern Blackland Prairie (32a); Located in Cedar Hill State Park,West,Yes,CST,39.58
,40518,CBAC,1/1/2005,12/31/2022,324080D2,BACKBONE,CA,Trinity,40.88929,-123.14251,4609,Active,Permanent,USFS,05,SHASTA TRINITY NF,32:00:00,60,60,"The station is on a ridge that once was used as the
Backbone Fire Lookout.",West,Yes,PST,39.57
,44302,CBSR,1/1/2005,12/31/2022,327F20C8,BIG SUR,CA,Monterey,36.24536,-121.78015,354,Active,Permanent,USFS,05,LOS PADRES NF,4:50:00,60,60,Located at the Big Sur Station in a grass meadow.,West,Yes,PST,39.51
,44521,CDNK,1/1/2005,12/31/2022,326EF3C4,DINKEY,CA,Fresno,37.06649,-119.15726,5737,Active,Permanent,USFS,05,SIERRA NF,5:00:00,60,60,,West,Yes,PST,39.46
,120201,IBAI,1/1/2005,12/31/2022,FA66B376,BAILLY,IN,Porter,41.63167,-87.08778,647,Active,Permanent,NPS,MIDWEST,INDIANA DUNES N.LAKE,55:40:00,60,60,,East,Yes,EST,39.42
,180201,MGRR,1/1/2005,12/31/2022,B80002F4,GREEN RIDGE,MD,Allegany,39.68745,-78.42206,1090,Active,Permanent,S&PF,MARYLAND,DNR,19:40:00,60,60,Open field surrounded by oak forest.,West,Yes,EST,39.38
,360131,PBLA,9/26/2008,12/31/2022,32A0962E,BLAIR HELIBASE,PA,Blair,40.43971,-78.41839,1040,Active,Permanent,S&PF,PENNSYLVANIA,DCNR,16:20:00,60,60,"AT THE BLAIR HELIBASE, ON GROUNDS OF HOLIDAYSBURG VETERANS HOME.",East,Yes,EST,39.35
,494001,HMAK,1/1/2005,12/31/2022,FA9024CE,MAKAPULAPAI,HI,Kalawao,21.20333,-156.96611,75,Active,Permanent,NPS,PACIFIC WEST,KALAUPAPA NHP,15:40:00,60,60,"STA SITS ON THE KALAPAPA PENISILA...LOW SHRUBS WITH SOME
GAME TRAILS..SITE IS VERY ROCKY..OCEAN IS LESS THAN HALF MILE AWAY ON E,N,W..WITH HIGH CLIFF 2 MILES S...LIGHT HOUSE TO NW. Worked with USFS R Gripp, to assign this station a new WIMS ID (494001) to replace old WIMS ID (498010).",West,Yes,HST,39.33
,40516,CTRI,1/1/2005,12/31/2022,CA20D3DC,TRINITY CAMP,CA,Trinity,40.78642,-122.80449,3308,Active,Permanent,S&PF,CALIFORNIA,CDF,28:20:00,60,60,"This RAWS station sits on an exposed granite hill above the
Trinity River Conservation Camp. It is also about 75 yards
from a USFS helicopter landing pad.",West,Yes,PST,39.15
,43211,CBNR,7/10/2014,12/31/2022,CA21F7CA,BANNER ROAD,CA,Calaveras,38.28442,-120.48975,2803,Active,Permanent,S&PF,CALIFORNIA,CDF,13:10:00,60,60,"Station was moved to Banner Road February 28th, 2014.  Name change occurred as a result.  Station is now called Banner Banner Road.  Station used to be located behind Esperanza Fire Station and carried the name of the fire station until the move.",West,Yes,PST,39.06
,44734,CMTH,6/28/2018,12/31/2022,32A151CA,MTN HOME,CA,Tulare,36.22402,-118.66545,7030,Active,Permanent,S&PF,CALIFORNIA,CDF,20:20:00,60,60,"Station is located in Mountain Home Demonstration Forest, on top of a ridge line, in fuel model Y.  It was burned over and destroyed on 9/13/2020 and replaced on the same location 11/19/2020",West,Yes,PST,39.02
,476001,WDDG,1/1/2005,12/31/2022,53702596,DODGEVILLE,WI,Iowa,43.02301,-90.13934,1260,Active,Permanent,S&PF,WISCONSIN,DNR,11:40:00,60,60,,West,Yes,CST,39.02
,520101,PCOT,1/1/2005,12/31/2022,008007B8,COTTON VALLEY,VI,St. Croix,17.74128,-64.62572,503,Active,Permanent,S&PF,ST. CROIX,USVI FIRE SERVICE,13:20:00,60,60,,East,Yes,AST,38.83
,480101,WBEC,1/1/2005,12/31/2022,FA627352,BECHLER,WY,Teton,44.14939,-111.04479,6400,Active,Permanent,NPS,INTERMOUNTAIN,YELLOWSTONE NP,49:40:00,60,60,"Area of open timber near the Bechler Ranger Station.
Aspect: Flat
Cover Class: Lodgepole pine with some mixed conifer understory.
Climate Zone: Bechler River Drainage",West,Yes,MST,38.77
,300971,YBOL,12/18/2014,12/31/2022,32B0E720,BOLTER CREEK,NY,Schuyler,42.52795,-76.77685,1608,Active,Permanent,USFS,09,GRN MTN & FINGER LKS,22:40:00,60,60,Middle of pasture on USFS land surrounded by northern hardwoods.,West,Yes,EST,38.5
,42108,CATL,12/31/2005,12/31/2022,3200051A,ATLAS PEAK,CA,Napa,38.47485,-122.26480,1934,Active,Permanent,S&PF,CALIFORNIA,CDF,29:50:00,60,60,,West,Yes,PST,38.47
"Maintenance Standard=NO, no Solar Rad",423106,CHEP,1/1/2005,12/31/2022,326D72DE,CHEPETA,UT,Duchesne,40.81028,-110.07333,12120,Active,Permanent,USFS,04,ASHLEY NF,58:20:00,60,60,"Station is located 3 1/2 miles west by NW of Chepeta Lake.
Station is in a saddle that runs east and west at the
High Uinta Wilderness Boundary. Area is covered by rock and
lichen. Access is by helicopter or horseback.",West,No,MST,38.46
,40812,CPAT,1/1/2005,12/31/2022,324093A4,PATTYMOCUS,CA,Tehama,40.28608,-122.87469,3772,Active,Permanent,USFS,05,SHASTA TRINITY NF,35:30:00,60,60,"FIRE WX FORECAST ZONE: 594
RIDGETOP, LUNAR TOWER, 20'WS, VOICE SYNTH",West,Yes,PST,38.42
,452206,WPEO,1/1/2005,12/31/2022,3000804A,PEOH POINT,WA,Kittitas,47.15222,-120.94667,4020,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,11:50:00,60,60,,West,Yes,PST,38.41
,112001,IMID,1/1/2005,12/31/2022,326F42B0,MIDEWIN TALLGRASS PRAIRIE,IL,Will,41.34167,-88.13083,489,Active,Permanent,USFS,09,MIDEWIN TALL GRASS,23:20:00,60,60,,West,Yes,CST,38.34
,44115,CSPK,6/11/2012,12/31/2022,AAC3A5A6,SMITH PEAK (STF),CA,Mariposa,37.80052,-120.10081,3871,Active,Permanent,USFS,05,STANISLAUS NF,16:30:00,60,60,"RAWS is located next to Smith Peak Lookout on Groveland R.D. The Buck Mdws. RAWS was relocated to Smith Peak, about 1.5 miles to the south of the original site in May 2012.  New site is 700 feet higher.",West,Yes,PST,38.17
,476201,WBRK,11/7/2019,12/31/2022,32B03F9A,BROOKLYN,WI,Dane,42.87000,-89.49861,800,Active,Permanent,S&PF,WISCONSIN,DNR,41:40:00,60,60,,East,Yes,CST,38.06
No Solar Rad Obs Available,201004,MMUN,12/31/2005,12/31/2022,FA66C5E6,MUNISING,MI,Alger,46.42583,-86.62000,771,Active,Permanent,NPS,MIDWEST,PICTURE ROCKS NLS,59:10:00,60,60,"AN OLD FIELD; A GRUBBED APPLE ORCHARD IN THE 1970'S (APPROX)
AREA NEAR STATION IS GRASS WITH NO WOODY GROWTH. YOUNG TO
MEDIUM-SIZED TIMBER BEGINS 50-80 METERS FROM THE STATION IN
MOST DIRECTIONS.",West,Yes,EST,38.04
,476003,WLNC,11/7/2019,12/31/2022,32B07C90,LANCASTER,WI,Grant,42.82640,-90.68650,1085,Active,Permanent,S&PF,WISCONSIN,DNR,41:50:00,60,60,,East,Yes,CST,37.98
,40222,CSAW,1/1/2005,12/31/2022,3238D1A4,SAWYERS BAR,CA,Siskiyou,41.30123,-123.12971,2455,Active,Permanent,USFS,05,KLAMATH NF,22:30:00,60,60,SOUTH-RUNNING SPUR RIDGE.,West,Yes,PST,37.79
,418503,TMAT,1/1/2005,12/31/2022,8378478E,MATAGORDA ISLAND,TX,,28.12289,-96.80219,18,Active,Permanent,FWS,REGION 2,ARANSAS NWR,12:20:00,60,60,"STATION SITS ON MATAGORDA ISLAND AT THE OLD MATAGORDA CATTLE
RANCH. RANCH HOUSE AND OUT BUILDINGS EAST AND SOUTH EAST
OF STATION. SEA GRASS AND LIGHT BRUSH ALL AROUND.",West,Yes,CST,37.67
,243402,MPPH,1/1/2005,12/31/2022,326E36DA,PORPHYRY,MT,Meagher,46.83821,-110.71813,8232,Active,Permanent,USFS,01,LEWIS & CLARK NF,5:00:00,60,60,"At the top of a mountain some sensors are on the lookout
tower. Some are on the ground.",West,Yes,MST,37.62
,40719,CWES,1/1/2005,12/31/2022,CA20A54C,WESTWOOD,CA,Lassen,40.30587,-120.90332,6155,Active,Permanent,S&PF,CALIFORNIA,CDF,56:15:00,60,60,,West,Yes,PST,37.57
,50207,CDRY,1/1/2005,12/31/2022,3235E758,DRY LAKE,CO,Routt,40.53472,-106.78083,8416,Active,Permanent,USFS,02,ROUTT NF,56:40:00,60,60,,West,Yes,MST,37.55
,41809,CRDR,1/1/2005,12/31/2022,CA2171DE,READER RANCH,CA,Nevada,39.30351,-121.11725,1968,Active,Permanent,S&PF,CALIFORNIA,CDF,13:30:00,60,60,,West,Yes,PST,37.52
,452121,WSTH,1/1/2005,12/31/2022,FA411054,STEHEKIN-AIRSTRIP,WA,Chelan,48.34694,-120.72028,1230,Active,Permanent,NPS,PACIFIC WEST,NORTH CASCADES NP,1:20:00,60,60,,West,Yes,PST,37.51
,301011,NGAN,1/1/2005,12/31/2022,625030F2,GANG MILLS,NY,Steuben,42.10000,-77.10000,1100,Active,Permanent,S&PF,NEW YORK,"DEC,FOREST PROT&FIRE",8:10:00,60,60,,West,Yes,EST,37.44
,137801,ICRS,10/30/2019,12/31/2022,32B234BC,CEDAR RIVER TNC SWAMP,IA,Muscatine,41.41472,-91.25114,667,Active,Permanent,FWS,REGION 3,,46:10:00,60,60,"Located in the uplands east of the Lower Cedar River Valley.  Landscape composed of crop and hay fields, mixed hardwood uplands, grasslands, marshes and lowland woodlands.  Fuels immediately surrounding station are grass surrounded by hardwood forest.",West,Yes,CST,37.41
,40920,CSWA,6/6/2013,12/31/2022,324485E8,SWAIN MOUNTAIN,CA,Plumas,40.44527,-121.10410,6099,Active,Permanent,USFS,05,LASSEN NF,19:40:00,60,60,,West,Yes,PST,37.37
,40512,CFRI,1/1/2005,12/31/2022,324225DE,FRIEND MTN.,CA,Trinity,40.50552,-123.34320,4418,Active,Permanent,USFS,05,SHASTA TRINITY NF,16:00:00,60,60,RIDGETOP,West,Yes,PST,37.34
,350912,OPOL,1/1/2005,12/31/2022,32477262,POLLYWOG,OR,Wasco,45.45861,-121.44639,3320,Active,Permanent,USFS,06,MT. HOOD NF,7:10:00,60,60,FIRE WEATHER FORECAST ZONE: 609,West,Yes,PST,37.31
,41001,CBOO,1/1/2005,12/31/2022,CA4576D6,BOONVILLE,CA,Mendocino,38.98736,-123.34846,644,Active,Permanent,S&PF,CALIFORNIA,CDF,50:40:00,60,60,"The site is located a few miles south of Boonville on hwy
128 behind the boonville CDF fire station. It sits on a
knoll on a west facing slope.",West,Yes,PST,37.29
,301101,YIRO,1/1/2005,12/31/2022,83777486,IROQUOIS,NY,Genesee,43.11286,-78.40431,628,Active,Permanent,FWS,REGION 5,IROQUOIS NWR,25:50:00,60,60,,West,Yes,EST,37.28
,101031,IPOW,1/1/2005,12/31/2022,32375122,POWELL,ID,Idaho,46.51178,-114.68583,3666,Active,Permanent,USFS,01,NEZ PERCE-CLEARWATER,16:30:00,60,60,"Sits on a small knoll to the East and above the Elk Summit
road on a fairly harsh site.  A jeep trail leads to within
100 yards of the station and then the knoll must be hiked.",West,Yes,PST,37.17
,419801,TTEM,1/1/2005,12/31/2022,88418398,TEMPLE,TX,Bell,31.05639,-97.34694,573,Active,Permanent,S&PF,TEXAS,TEXAS FOREST SERVICE,4:50:00,60,60,Ecoregion - Level 1: Great Plains; Level 2: South Central Semiarid Prairies; Level 3: Cross Timbers (29); Level 4: Limestone Cut Plain (29e); Site is located near Temple TX.,West,Yes,CST,37.07
,41409,CKNO,1/1/2005,12/31/2022,324C21B6,KNOXVILLE CREEK,CA,Lake,38.86194,-122.41722,2200,Active,Permanent,BLM,R10 CA Great Basin,UKIAH,9:00:00,60,60,"STATION LOCATED ON A SMALL RIDGE ABOUT 1/4 MILE OFF THE
VALLEY FLOOR.  COVER IS MANZENIA, CHAPARRAL, AND SCRUB OAK.
HIGHER RIDGES ALL AROUND (200-300 FT) ABOUT 1/2-3/4 MILES
AWAY.",West,Yes,PST,37.01
,350812,OMID,1/1/2005,12/31/2022,6000970C,MIDDLE MTN,OR,Hood River,45.57944,-121.59694,2544,Active,Permanent,S&PF,OREGON,DEPT OF FORESTRY,14:10:00,60,60,,West,Yes,PST,36.98
,490308,HDIL,1/1/2005,12/31/2022,3278D278,DILLINGHAM,HI,Honolulu,21.57194,-158.19861,102,Active,Permanent,DOD,USA,SCHOFIELD BARRACKS,49:30:00,60,60,"SITE IS LOCATED ON OLD DILLINGHAM AIRFIELD ON WEST SIDE
OF OAHU. STATION IS EAST OF WAIANAE MOUNTAINS AND 4 MILES
WEST OF WAIALUA TOWN. STATION IS SURROUNDED BY SHRUBS AND
BRUSH THAT HAS GROWN OVER AIRFIELD. MOKULEIA BEACH 1.5 MILES
NORTH OF STATION.",West,Yes,HST,36.93
,450207,WQUC,1/1/2005,12/31/2022,32367534,QUILCENE,WA,Jefferson,47.82306,-122.88306,62,Active,Permanent,USFS,06,OLYMPIC NF,36:30:00,60,60,,West,Yes,PST,36.92
,419802,TMCG,1/1/2005,12/31/2022,884190EE,MCGREGOR,TX,McLennan,31.38389,-97.41278,636,Active,Permanent,S&PF,TEXAS,TEXAS FOREST SERVICE,1:30:00,60,60,Ecoregion - Level 1: Great Plains; Level 2: South Central Semiarid Prairies; Level 3: Cross Timbers (29); Level 4: Limestone Cut Plain (29e); Site is located near McGregor TX.,West,Yes,CST,36.9
,495005,HMAH,1/1/2005,12/31/2022,3286026C,MAKAHA RIDGE,HI,Kauai,22.12975,-159.72235,1800,Active,Permanent,S&PF,HAWAII,DEPT OF LAND AND NR,11:30:00,60,60,The station is in a conifer forest situated on the western coast of Kauai.,West,Yes,HST,36.87
,474601,WLCR,8/2/2019,12/31/2022,32A29D08,LA CROSSE,WI,La Crosse,43.82225,-91.19219,1200,Active,Permanent,S&PF,WISCONSIN,DNR,8:10:00,60,60,,West,Yes,CST,36.81
,203802,MBAL,1/1/2005,12/31/2022,32851614,BALDWIN,MI,Lake,43.87639,-85.85139,820,Active,Permanent,USFS,09,HURON-MANISTEE NF,32:45:00,60,60,Located at the Baldwin Airport just south of Baldwin MI,East,Yes,EST,36.8
,419601,TLBJ,1/1/2005,12/31/2022,326B54FC,LBJ,TX,Wise,33.28267,-97.63206,932,Active,Permanent,USFS,08,NF'S IN TEXAS,2:50:00,60,60,"Oak(hard woods), Scrub oak, Native grasses",West,Yes,CST,36.75
,475701,WPRD,1/1/2005,12/31/2022,537075EA,PARDEEVILLE,WI,Columbia,43.55807,-89.30636,830,Active,Permanent,S&PF,WISCONSIN,DNR,14:40:00,60,60,,West,Yes,CST,36.74
,498012,HKUL,8/3/2011,12/31/2022,AA10F12E,KULA 1,HI,Maui,20.69631,-156.31189,6620,Active,Permanent,S&PF,HAWAII,DEPT OF LAND AND NR,48:10:00,60,60,On the south west slope of Haleakala,West,Yes,HST,36.68
,476401,WEGL,4/4/2019,12/31/2022,32A280AC,EAGLE,WI,Waukesha,42.85961,-88.51591,938,Active,Permanent,S&PF,WISCONSIN,DNR,7:40:00,60,60,,West,Yes,CST,36.58
,473901,WBRF,1/1/2005,12/31/2022,537036E0,BLACK RIVER FALLS,WI,Jackson,44.29663,-90.72678,898,Active,Permanent,S&PF,WISCONSIN,DNR,15:50:00,60,60,,West,Yes,CST,36.55
,203101,MWEL,1/1/2005,12/31/2022,33314338,WELLSTON,MI,Manistee,44.22217,-85.94161,796,Active,Permanent,USFS,09,HURON-MANISTEE NF,23:50:00,60,60,Located at the old Chittenden tree farm nursery,East,Yes,EST,36.52
,44719,CCDG,1/1/2005,12/31/2022,FA6197AE,CEDAR GROVE,CA,Tulare,36.78778,-118.65611,4720,Active,Permanent,NPS,PACIFIC WEST,SEQUOIA NP,0:20:00,60,60,"Station is 1/8 of a mile SW of Cedar Grove Fire Station.
It is amongst manzanita, shrubs, and 45ft. Poderosa Pines.",West,Yes,PST,36.35
,21005,ACOL,1/1/2005,12/31/2022,326B91E2,COLUMBINE,AZ,Graham,32.70389,-109.91389,9521,Active,Permanent,USFS,03,CORONADO NF,2:00:00,60,60,,West,Yes,MST,36.31
,44522,CSHA,1/1/2005,12/31/2022,CA256792,SHAVER,CA,Fresno,37.13683,-119.26169,5632,Active,Permanent,S&PF,CALIFORNIA,CDF,56:05:00,60,60,"Station located on modified open area surrounded by mixed
conifer with limited hardwood component.",West,Yes,PST,36.29
,142301,KPOT,10/3/2008,12/31/2022,3274A574,POTAWATOMI,KS,Jackson,39.34312,-95.85393,1100,Active,Permanent,BIA,Southern Plains,Horton Agency,24:10:00,60,60,,West,Yes,CST,36.28
,415501,TBAS,1/1/2005,12/31/2022,8840D11E,BASTROP,TX,Bastrop,30.20139,-97.30361,383,Active,Permanent,S&PF,TEXAS,TEXAS FOREST SERVICE,8:10:00,60,60,Ecoregion - Level 1:Eastern Temperate Forests; Level 2: Southeastern USA Plains; Level 3: East Central Texas Plains (33); Level 4: Southern Post Oak Savanna (33b) & Bastrop Lost Pines (33e); Located in the vicinity of 33b & 33e and near the town of Bastrop TX.,West,Yes,CST,36.24
,463501,VUPP,1/1/2005,12/31/2022,9000958E,UPPER TRACT,WV,Pendleton,38.81667,-79.27722,1705,Active,Permanent,S&PF,WEST VIRGINIA,DOF,17:50:00,60,60,"Open pasture (grazing allotment) on a large flat, several
hundred feet open area.",West,Yes,EST,36.24
,417905,TSAU,5/16/2013,12/31/2022,AAAFD098,SOUTH AUSTIN RAWS,TX,Travis,30.17667,-97.87417,722,Active,Permanent,S&PF,TEXAS,TEXAS FOREST SERVICE,18:50:00,60,60,,West,Yes,CST,36.23
,136101,INEA,1/1/2005,12/31/2022,83763576,NEAL SMITH,IA,Jasper,41.56667,-93.25833,898,Active,Permanent,FWS,REGION 3,NEAL SMITH NWR,31:40:00,60,60,,East,Yes,CST,35.89
,44505,CMOU,1/1/2005,12/31/2022,324312BE,MOUNTAIN REST,CA,Fresno,37.05411,-119.37209,4110,Active,Permanent,USFS,05,SIERRA NF,52:00:00,60,60,"lOCATED AT MTN REST FIRE STATION ON AN EXPOSED DECOMPOSED
GRANITE SLOPE WEST OF THE STATION. ON AN ARCH SITE IN AN
EXISTING MANUAL NFDRS WX STATION FENCED SITE. NEED PERMISSIO
N BEFORE DOING ANY DIGGING.",West,Yes,PST,35.72
,203202,MEVA,10/28/2010,12/31/2022,08007552,EVART,MI,Osceola,43.90173,-85.24517,1112,Active,Permanent,S&PF,MICHIGAN,DEPT OF NATURAL RES.,13:00:00,60,60,,West,Yes,EST,35.68
,417904,TEAU,5/16/2013,12/31/2022,AAAF201C,EAST AUSTIN RAWS,TX,Travis,30.26520,-97.61542,442,Active,Permanent,S&PF,TEXAS,TEXAS FOREST SERVICE,18:40:00,60,60,,West,Yes,CST,35.66
,40503,CHAY,1/1/2005,12/31/2022,324236A8,HAYFORK,CA,Trinity,40.54851,-123.16513,2325,Active,Permanent,USFS,05,SHASTA TRINITY NF,24:30:00,60,60,"Station is located in the bone yard of the Hayfork District
Office compound.",West,Yes,PST,35.59
,476002,WBOS,1/1/2005,12/31/2022,5370F3FE,BOSCOBEL,WI,Grant,43.14917,-90.68417,673,Active,Permanent,S&PF,WISCONSIN,DNR,3:20:00,60,60,,West,Yes,CST,35.55
,145201,KTAL,1/1/2005,12/31/2022,FA63812C,TALLGRASS PRAIRIE,KS,Chase,38.43500,-96.56056,1231,Active,Permanent,NPS,MIDWEST,TALLGRASS PRAIRIE NP,30:40:00,60,60,"Tallgrass prairie setting.  Behind ranchhand house to NW.
Access station from Southwind nature trail.",West,Yes,CST,35.41
,40632,CABS,1/1/2005,12/31/2022,CA2AF462,ARBUCKLE BASIN,CA,Shasta,40.43784,-122.83093,2452,Active,Permanent,S&PF,CALIFORNIA,CDF,54:15:00,60,60,"Final sections of roads are extreme slopes and difficult.
Parking for only two vehicles max at site.
Contact George Cassel (530)225-2411 to arrange visit.",West,Yes,PST,35.38
,101014,ISYR,7/23/2012,12/31/2022,3264526E,SYRINGA,ID,Idaho,46.15788,-115.70000,3377,Active,Permanent,USFS,01,NEZ PERCE-CLEARWATER,52:20:00,60,60,,West,Yes,PST,35.38
,42701,CMTZ,1/1/2005,12/31/2022,CA21C250,MOUNT ZION,CA,Amador,38.39006,-120.65240,2967,Active,Permanent,S&PF,CALIFORNIA,CDF,56:40:00,60,60,Located at CDF Mount Zion's telecommunication site,West,Yes,PST,35.31
,44732,CWOL,1/1/2005,12/31/2022,FA60B3B8,WOLVERTON,CA,Tulare,36.44500,-118.70333,5240,Active,Permanent,NPS,PACIFIC WEST,SEQUOIA NP,24:30:00,60,60,"LOCATED BETWEEN LOOKOUT POINT AND THE MINERAL KING RANGER
STATION.  SOUTH SIDE OF THE ROAD 100 YARDS STATIONED BEYOND
THE WOLVERTON POINT HELISPOT.  :)",West,Yes,PST,35.3
,452221,WSAF,1/1/2005,12/31/2022,3245C418,SAWMILL FLATS,WA,Yakima,46.96750,-121.08444,3000,Active,Permanent,USFS,06,OKANOGAN/WENATCHEE,25:30:00,60,60,,West,Yes,PST,35.23
,200102,MWAK,1/1/2005,12/31/2022,0800D5AA,WAKEFIELD,MI,Gogebic,46.44028,-89.82667,1200,Active,Permanent,S&PF,MICHIGAN,DEPT OF NATURAL RES.,1:00:00,60,60,,West,Yes,EST,35.12
,452134,WDRY,1/1/2005,12/31/2022,323814BA,DRY CREEK,WA,Chelan,47.72722,-120.53972,3661,Active,Permanent,USFS,06,OKANOGAN/WENATCHEE,37:00:00,60,60,FIRE WX FORECAST ZONE: 677,West,Yes,PST,35.07
,201002,MDOE,1/1/2005,12/31/2022,328355D0,DOE LAKE,MI,Alger,46.25361,-86.71417,815,Active,Permanent,USFS,09,HIAWATHA & OTTAWA NF,32:35:00,60,60,200 acre grass opening with scattered small jack pine,East,Yes,EST,35.04
,419702,TGRA,1/1/2005,12/31/2022,88412360,GRANBURY,TX,Hood,32.44694,-97.81694,792,Active,Permanent,S&PF,TEXAS,TEXAS FOREST SERVICE,3:50:00,60,60,Ecoregion - Level 1: Great Plains; Level 2: South Central Semiarid Prairies; Level 3: Cross Timbers (29); Level 4: Grand Prairie (29d); Site is located near Granbury TX.,West,Yes,CST,34.98
,474301,WNEC,1/1/2005,12/31/2022,8376139A,NECEDAH,WI,Juneau,44.02861,-90.08306,950,Active,Permanent,S&PF,WISCONSIN,DNR,48:10:00,60,60,,West,Yes,CST,34.96
,418101,TGUR,1/1/2005,12/31/2022,8841058C,GUADALUPE RIVER SP,TX,Comal,29.85944,-98.50528,1147,Active,Permanent,S&PF,TEXAS,TEXAS FOREST SERVICE,6:20:00,60,60,Ecoregion - Level 1: Great Plains; Level 2: South Central Semiarid Prairies; Level 3: Edwards Plateau (30); Level 4: Balcones Canyonlands (30c); Site is Located in Guadalupe River State Park.,West,Yes,CST,34.92
,453413,WTAC,1/1/2005,12/31/2022,3262A224,TACOMA CREEK,WA,Pend Oreille,48.49028,-117.43583,3240,Active,Permanent,USFS,06,COLVILLE NF,3:50:00,60,60,"FIRE WX FORECAST ZONE: 686
Located on spur ridge, in a plantation, trees 10-15 feet
tall.",West,Yes,PST,34.9
,20221,APRO,1/1/2005,12/31/2022,326BD2E8,PROMONTORY,AZ,Navajo,34.36528,-111.01444,7842,Active,Permanent,USFS,03,APACHE SITGREAVES NF,49:30:00,60,60,FIRE WX FORECAST ZONE: 308,West,Yes,MST,34.88
,999994,MOBR,7/22/2014,12/31/2022,32B0C1CC,OBRIEN RIDGE,MT,Granite,46.00065,-113.66662,7889,Active,Permanent,USFS,01,BEAVERHEAD/DEERLODGE,22:50:00,60,60,,West,Yes,MST,34.83
,353228,OEVA,1/1/2005,12/31/2022,326B8294,EVANS CREEK,OR,Jackson,42.59772,-123.10503,3257,Active,Permanent,BLM,R9 Columbia Pac NW,MEDFORD,58:40:00,60,60,"SITE SITS ON TOP OF FLAT MOUND APPROX. ONE ACRE IN SIZE.
BALD MTN APPROX 2 MILES DUE EAST.  BLACK BUTTE IS APPROXTLE
2 MILES DUE NORTH.  20-30 FOOT PINE AND SPARSE BUCKBRUSH.",West,Yes,PST,34.81
,490301,HMAR,1/1/2005,12/31/2022,3266B468,MAKUA RANGE,HI,Honolulu,21.52861,-158.22611,20,Active,Permanent,DOD,USA,SCHOFIELD BARRACKS,58:10:00,60,60,"SITE SITS 150 YARDS SE. OF RANGE CONTROL BLD. AT MUKUA RANGE
STATION IS HARDWIRED VIA I/O PORT INTO PC IN BLDG.",West,Yes,HST,34.76
,102401,IPCR,1/1/2005,12/31/2022,3285C07C,PINE CREEK PASS,ID,Teton,43.53992,-111.20186,7332,Active,Permanent,USFS,04,CARIBOU/TARGHEE NF,19:00:00,60,60,"open area 55 ft off ridgetop, southwest facing slope",West,Yes,MST,34.72
